id,dep_delayed_15min
0,0.07036094838364594
1,0.0824889538313594
2,0.07368375192890962
3,0.23132419109743027
4,0.205603720949125
5,0.09526720137640853
6,0.08092737870085341
7,0.21476748234505444
8,0.13510987910992128
9,0.2587027432478803
10,0.2956527851123822
11,0.234981385354783
12,0.10596761183323272
13,0.2578333208348017
14,0.09167261162979314
15,0.22916667092332815
16,0.09185154381314016
17,0.28655109764899916
18,0.3563884133850832
19,0.06490410152405039
20,0.13451930520846056
21,0.07034717159706841
22,0.25570040860201876
23,0.170054799999975
24,0.3113173493872784
25,0.2845207074753133
26,0.06949103606728173
27,0.07443316152670479
28,0.3723244819998181
29,0.19506593288319485
30,0.13565291060306156
31,0.2331234224032732
32,0.072144468217926
33,0.2923147622590049
34,0.32424933766210867
35,0.26130241431964896
36,0.2097722164658447
37,0.18716871678559516
38,0.11585843126905011
39,0.2534602837726176
40,0.15491459443663794
41,0.31115917426463796
42,0.21323251956221614
43,0.295254906319613
44,0.16741261217045778
45,0.2279860692255152
46,0.061409967014931205
47,0.11940097429399697
48,0.32270146739802175
49,0.13696696041550607
50,0.32433312290000443
51,0.08338071335088755
52,0.16426002086329974
53,0.3130188049740869
54,0.37555977978008115
55,0.0954925603469675
56,0.1852227061105093
57,0.32012595095430463
58,0.10100682396549382
59,0.3575548708026992
60,0.10721768715899009
61,0.10839757410777012
62,0.1728358553341958
63,0.23203089085393291
64,0.18373601157111288
65,0.1519853675840198
66,0.07111759773599155
67,0.1324330787960537
68,0.11879471450318814
69,0.14973171376240274
70,0.07160803676038974
71,0.1939079071777522
72,0.25926570397971493
73,0.1631631111821545
74,0.4392836500433621
75,0.2956621290460023
76,0.1022416457818843
77,0.133270888953444
78,0.10157310933182918
79,0.2300563046755553
80,0.19282523789803951
81,0.19141238695696636
82,0.09191664822663877
83,0.13193918988522668
84,0.11412120011927439
85,0.06998343259647082
86,0.09242359462122002
87,0.238786268544595
88,0.16419582862791823
89,0.15215565386531907
90,0.20779030532123038
91,0.17380750844939985
92,0.11864324471561882
93,0.12259716868868328
94,0.1738113075456619
95,0.1376138653032425
96,0.2664625417973553
97,0.04311894518952844
98,0.19231146607941635
99,0.26540362837638837
100,0.14864647705174494
101,0.20969128291730219
102,0.08106267435716938
103,0.24037612811365192
104,0.06311146015752389
105,0.10372707513392634
106,0.21674101798381415
107,0.09311384144064934
108,0.11800570498746074
109,0.2581534683295007
110,0.25941054654523277
111,0.19214812123136182
112,0.3787892134495929
113,0.07232662845983703
114,0.09430326507474746
115,0.1352084797494611
116,0.13031333062255612
117,0.376950409105595
118,0.09105758776382762
119,0.15051156652387723
120,0.31975779940347254
121,0.23915229323077553
122,0.29566083126719755
123,0.2349876590294843
124,0.23751697907428135
125,0.08214657880943273
126,0.09406486451546925
127,0.07224630383273499
128,0.09536218592600802
129,0.41257697025203216
130,0.37239206154818666
131,0.1382005647434642
132,0.07319617691633178
133,0.11520543749047654
134,0.07082952216018552
135,0.357191406636988
136,0.34496796431223065
137,0.19496662374438048
138,0.07399192450709252
139,0.09014851586393266
140,0.21495141214316868
141,0.14789847970684153
142,0.20634149982619104
143,0.3474342648880684
144,0.13320539605126155
145,0.350935054450353
146,0.18395646235567967
147,0.2815207418650259
148,0.10513972699023487
149,0.3729062876504471
150,0.31464500112669574
151,0.2897412954603108
152,0.10667461093176642
153,0.1632696740118678
154,0.2425400142811409
155,0.13491428162787536
156,0.2597479694256164
157,0.17350281881198906
158,0.2688989523979947
159,0.07181301784062455
160,0.09323319192934848
161,0.28695508681687587
162,0.4153715603830931
163,0.1221786365340741
164,0.13258290913515733
165,0.10468883177187127
166,0.12214361754427938
167,0.06180390160851209
168,0.22979395950894108
169,0.3465030715757689
170,0.16561723394550457
171,0.1535072316124676
172,0.17025257544979136
173,0.26023201650942
174,0.31749469914504963
175,0.2875469970676747
176,0.13217058570049003
177,0.07169731010432424
178,0.291697742019685
179,0.19454148698079687
180,0.07213055501629496
181,0.13118645604847123
182,0.2927880011783811
183,0.41112715481451095
184,0.21127748895670595
185,0.23673142893855742
186,0.28858891121374025
187,0.32537992284075556
188,0.18707923178914432
189,0.31103796132154876
190,0.35333334354019086
191,0.18446903314860544
192,0.18412281363159902
193,0.11805757546586124
194,0.2339953794182893
195,0.1532146738988902
196,0.10364703335743541
197,0.10691293525573814
198,0.21068235976678018
199,0.3108225183102062
200,0.13417988618860727
201,0.29684085880252226
202,0.3263018717053276
203,0.0719854775984864
204,0.06902248947939638
205,0.20809880248152632
206,0.3838524576569727
207,0.06548835462851656
208,0.18480050404861076
209,0.1668154339529586
210,0.0715293779140727
